,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,PC25,PC26,PC27,PC28,PC29,PC30,y
0,2.1291531172107425,2.554605919321708,-2.2117723351883933,-0.20337082079265825,2.060569986802158,0.8381154098423185,-1.0649879801099185,-0.3495125137392433,0.11175728393796908,-0.6055206568813465,-0.6585886543685866,0.4400658079990367,-0.22325168816273058,-0.8739180700227711,0.49483065826840333,-0.18501653166903712,0.38716601051983013,0.012787640217751622,0.11660400684128083,-0.2220191146456693,0.5118908024256985,-0.19275559349267768,0.06736421698989042,-0.24347640785723387,-0.1741443386559243,-0.014469647043407979,-0.2184197096947602,0.014361209457472265,-0.016485305061019966,-0.0001071675553639907,161.3
1,-2.140467052872416,-0.5523616211910999,0.8028483540065867,-0.25034259212734317,0.36590949007000895,-0.012062861200964711,-1.443962449736202,0.2485802717521015,0.8629114758637728,-0.12244863239865952,0.32760060288328857,-0.5561231056221837,-0.24894312744055422,0.08875541066351399,0.36961888270012094,-0.632574272679395,-0.3670332362878766,-0.15014929690226692,-0.22289674661738168,0.6954802799342501,-0.1063101826460383,0.09592584607802665,0.008165163072848132,-0.19106335431786584,0.04709141731604054,-0.1057712691846026,-0.01867793602935259,-0.06331235110973273,0.0036080216869669285,-6.342290905604485e-05,194.8
2,-0.6867873508735826,-2.3970856612174147,1.4469796902392242,-0.21508745662133655,1.5429227443587208,-0.882137955365502,-0.23238000945810458,0.18770841679811495,0.19455401189265897,-1.3289342368128156,-0.6665287550042136,-0.7574007123007993,0.22157017961506018,-0.5475472590066105,0.6645219545359086,0.18295850939583946,-0.3983742585433857,1.0322135141749396,0.22274939740754346,0.2776182102306897,0.09544079306713905,0.013510700707670242,-0.2789721895863719,-0.2903709085446618,-0.23925840284514951,0.0029783372070819446,0.18608365027196702,0.009579157520301671,-0.10516856841928372,-0.006099504374229489,144.4
3,-3.2790933935754043,-1.6023483525721316,1.8603501559745563,-1.1265477719235015,2.0995663417650774,-1.4817679731381224,-0.5342083750265227,-0.04594894884993319,-0.01325357762710824,0.10302657354693011,0.7909407410742895,-0.20760743658166064,-0.13063229739298196,-0.0833311104932126,1.248508984616194,0.2143149545110556,0.1394821070864043,0.30937742057567963,0.20380546762382282,0.48114245918191934,-0.029533041212697245,0.11739632119155985,-0.09856690130884907,-0.17103426598918264,0.023630259313868824,-0.10633100963514067,-0.06787706445192293,-0.013658254161021717,-0.06628224289055076,-0.006015052860868583,183.6
4,1.2986651874768218,2.1487174023644755,0.2504282982741551,-0.8124126424012277,0.887760056485684,0.5299955055859251,-0.6543435423721566,0.7643008609415057,0.6690164892719979,-0.3524673016207062,-0.1622986751159005,-0.2277481399994432,-0.8108175949350858,-0.3127389966200519,-0.07551187211994428,-0.41896143072014774,-0.2133356145381231,0.28410135356166194,0.02186999443072072,0.3520465626247564,0.07917948975644479,-0.01937781065234591,-0.01468519396269238,0.042927239500198194,-0.15557042320598666,-0.05662350351985695,0.0933021081291013,-0.16186321767462036,0.009196009263735216,-0.0006371875605519037,171.0
5,2.9673850708034863,1.827113167529841,-0.07301684927746303,-0.20653669915082515,0.04547075502878914,-0.9290079482096283,-0.8927885177911804,-0.05960182757207213,0.15058480998011226,-0.5756944211712431,1.3784991492951786,-0.4673048776596642,-0.7136641553029857,-0.12095209788357139,0.9036859954986076,0.4377814580218906,-0.08791069283363226,-0.3886682529723065,-0.010462502672269756,0.571501205833207,0.16886647164197088,0.02971236187939237,0.16689916460864304,-0.08564460597606643,-0.12999511383690282,-0.1688217294370524,-0.025076051804313274,-0.07652421682995146,0.04907001332185599,0.0055122099925299685,169.9
6,-2.0188997285023245,-2.030764632218616,1.435841249480991,-2.243340051908161,1.2225738933598533,-1.5066305676260299,-2.1398120085287315,-1.590446426680941,-0.7751940293401116,2.783093871708421,1.3426235378036537,-0.7907504540396026,-0.2883966483903524,0.36754685528325365,0.9353966947361538,-0.3862039576349924,0.26403089251843054,0.36489687621363864,0.7239677218355833,0.9124935555183946,0.07409669150628527,0.3730693259260492,0.008842995646422455,-0.18870351890456016,-0.10061620758401377,-0.21837171664076974,-0.2791308322447779,0.06740872883571966,-0.048874440664070776,0.0006421005777783065,153.8
7,-2.130770804446579,-1.134902832966103,-0.0312685751888488,-1.5887604894474547,0.1432659972947903,1.8375539914206296,-1.7218111387004882,-0.7784591402718698,-0.015148769939968831,-0.27965367114529444,-0.7330269056237051,0.41390592340008037,-0.23898311920374396,0.8978063570259806,-0.8582021306702636,0.5171806686900695,-0.21617555531539687,0.3194492167555706,0.4673908474737863,-0.30494603358603684,0.07659367806446868,-0.09474854554951201,-0.04952916793724029,-0.013820151040220503,0.12341506611788916,0.15819716271915843,-0.09162121393015082,0.03993708571120758,0.0056209697564269965,0.0008313588258642997,189.7
8,-3.6797616123504375,-2.5645836927209236,2.0427197273560833,1.9492537951148283,-0.3669382632936997,-0.7565301058251932,-0.9377813201486002,-0.013814504064071767,0.009686616165053324,-1.0985409805154136,-3.2735978743749663,-0.15209881293550373,-1.116900920645232,0.3068195308366175,1.6273271329736934,-0.428652529192877,0.25368983333923006,1.340638792734496,0.37575686533525204,0.4684716005641475,0.20083875306239823,-0.4514677308018709,-0.03747303541120949,-0.11709321613098345,0.46443289013429323,0.24547119585713548,-0.0052267735986750215,0.03427351019352012,0.03135786975238535,-0.00576723353235379,185.6
9,-1.0424380540466691,-2.4350066890322437,0.8103046208940442,-0.7127801031098644,-0.30717352651209384,0.674409938045636,-0.7832524814304216,-0.6154210361386842,-0.4180495662124676,0.10102739321298902,-2.2750244303703426,0.5002751596980994,0.11366450547882748,1.2624819572110257,0.2324298533813287,0.08192160891727793,-0.00441341234781464,0.443537309390267,0.14208088303672398,-0.13915007655277897,0.03891606205789352,0.06530817496915738,0.02308670956003759,-0.27224502904021664,0.5288146437782743,0.13115090121376127,-0.11564700597663068,0.04935087371475618,-0.09456414717720671,0.0016212734773070965,128.0
